"","date","store_nbr","family","sales","onpromotion"
"194560","2013-04-20",18,"MEATS",87.466,0
"194593","2013-04-20",19,"MEATS",187.146,0
"194626","2013-04-20",2,"MEATS",566.684,0
"194659","2013-04-20",20,"MEATS",0,0
"194692","2013-04-20",21,"MEATS",0,0
"194725","2013-04-20",22,"MEATS",0,0
"194758","2013-04-20",23,"MEATS",1765.581,0
"194791","2013-04-20",24,"MEATS",483.974,0
"194824","2013-04-20",25,"MEATS",300.496,0
"194857","2013-04-20",26,"MEATS",320.12698,0
"194890","2013-04-20",27,"MEATS",203.022,0
"194923","2013-04-20",28,"MEATS",101.668,0
"194956","2013-04-20",29,"MEATS",0,0
"194989","2013-04-20",3,"MEATS",874.23804,0
"195022","2013-04-20",30,"MEATS",61.221,0
"195055","2013-04-20",31,"MEATS",280.034,0
"195088","2013-04-20",32,"MEATS",61.362,0
"195121","2013-04-20",33,"MEATS",165.267,0
"195154","2013-04-20",34,"MEATS",320.108,0
"195187","2013-04-20",35,"MEATS",111.810005,0
"195220","2013-04-20",36,"MEATS",0,0
"195253","2013-04-20",37,"MEATS",249.6,0
"195286","2013-04-20",38,"MEATS",241.814,0
"195319","2013-04-20",39,"MEATS",122.816,0
"195352","2013-04-20",4,"MEATS",393.811,0
"195385","2013-04-20",40,"MEATS",84.844,0
"195418","2013-04-20",41,"MEATS",137.918,0
"195451","2013-04-20",42,"MEATS",0,0
"195484","2013-04-20",43,"MEATS",127.526,0
"195517","2013-04-20",44,"MEATS",1267.913,0
"195550","2013-04-20",45,"MEATS",1319.748,0
"195583","2013-04-20",46,"MEATS",1249.942,0
"195616","2013-04-20",47,"MEATS",865.103,0
"195649","2013-04-20",48,"MEATS",1040.059,0
"195682","2013-04-20",49,"MEATS",564.799,0
"195715","2013-04-20",5,"MEATS",300.939,0
"195748","2013-04-20",50,"MEATS",1018.099,0
"195781","2013-04-20",51,"MEATS",731.372,0
"195814","2013-04-20",52,"MEATS",0,0
"195847","2013-04-20",53,"MEATS",0,0
"195880","2013-04-20",54,"MEATS",55.763,0
"195913","2013-04-20",6,"MEATS",522.875,0
"195946","2013-04-20",7,"MEATS",447.418,0
"195979","2013-04-20",8,"MEATS",703.718,0
"196012","2013-04-20",9,"MEATS",380.792,0
"196045","2013-04-21",1,"MEATS",119.748,0
"196078","2013-04-21",10,"MEATS",244.98601,0
"196111","2013-04-21",11,"MEATS",518.133,0
"196144","2013-04-21",12,"MEATS",160.25,0
"196177","2013-04-21",13,"MEATS",99.718,0
"196210","2013-04-21",14,"MEATS",220.152,0
"196243","2013-04-21",15,"MEATS",142.52,0
"196276","2013-04-21",16,"MEATS",138.246,0
"196309","2013-04-21",17,"MEATS",357.458,0
"196342","2013-04-21",18,"MEATS",182.711,0
"196375","2013-04-21",19,"MEATS",156.361,0
"196408","2013-04-21",2,"MEATS",422.851,0
"196441","2013-04-21",20,"MEATS",0,0
"196474","2013-04-21",21,"MEATS",0,0
"196507","2013-04-21",22,"MEATS",0,0
"196540","2013-04-21",23,"MEATS",293.047,0
"196573","2013-04-21",24,"MEATS",328.189,0
"196606","2013-04-21",25,"MEATS",149.446,0
"196639","2013-04-21",26,"MEATS",354.169,0
"196672","2013-04-21",27,"MEATS",241.094,0
"196705","2013-04-21",28,"MEATS",236.91699,0
"196738","2013-04-21",29,"MEATS",0,0
"196771","2013-04-21",3,"MEATS",925.556,0
"196804","2013-04-21",30,"MEATS",68.791,0
"196837","2013-04-21",31,"MEATS",312.462,0
"196870","2013-04-21",32,"MEATS",111.442,0
"196903","2013-04-21",33,"MEATS",293.851,0
"196936","2013-04-21",34,"MEATS",256.55,0
"196969","2013-04-21",35,"MEATS",133.809,0
"197002","2013-04-21",36,"MEATS",0,0
"197035","2013-04-21",37,"MEATS",187.602,0
"197068","2013-04-21",38,"MEATS",222.935,0
"197101","2013-04-21",39,"MEATS",156.705,0
"197134","2013-04-21",4,"MEATS",519.32,0
"197167","2013-04-21",40,"MEATS",74.847,0
"197200","2013-04-21",41,"MEATS",226.545,0
"197233","2013-04-21",42,"MEATS",0,0
"197266","2013-04-21",43,"MEATS",153.005,0
"197299","2013-04-21",44,"MEATS",1407.566,0
"197332","2013-04-21",45,"MEATS",1499.901,0
"197365","2013-04-21",46,"MEATS",1557.572,0
"197398","2013-04-21",47,"MEATS",966.922,0
"197431","2013-04-21",48,"MEATS",1580.546,0
"197464","2013-04-21",49,"MEATS",655.715,0
"197497","2013-04-21",5,"MEATS",390.011,0
"197530","2013-04-21",50,"MEATS",613.377,0
"197563","2013-04-21",51,"MEATS",621.734,0
"197596","2013-04-21",52,"MEATS",0,0
"197629","2013-04-21",53,"MEATS",0,0
"197662","2013-04-21",54,"MEATS",49.452,0
"197695","2013-04-21",6,"MEATS",609.758,0
"197728","2013-04-21",7,"MEATS",523.495,0
"197761","2013-04-21",8,"MEATS",572.164,0
"197794","2013-04-21",9,"MEATS",469.174,0
"197827","2013-04-22",1,"MEATS",360.18,0
"197860","2013-04-22",10,"MEATS",198.468,0
"197893","2013-04-22",11,"MEATS",487.77298,0
"197926","2013-04-22",12,"MEATS",108.614,0
"197959","2013-04-22",13,"MEATS",151.858,0
"197992","2013-04-22",14,"MEATS",522.327,0
"198025","2013-04-22",15,"MEATS",105.931,0
"198058","2013-04-22",16,"MEATS",82.809,0
"198091","2013-04-22",17,"MEATS",194.88899,0
"198124","2013-04-22",18,"MEATS",82.301,0
"198157","2013-04-22",19,"MEATS",127.433,0
"198190","2013-04-22",2,"MEATS",422.245,0
"198223","2013-04-22",20,"MEATS",0,0
"198256","2013-04-22",21,"MEATS",0,0
"198289","2013-04-22",22,"MEATS",0,0
"198322","2013-04-22",23,"MEATS",1394.178,0
"198355","2013-04-22",24,"MEATS",390.518,0
"198388","2013-04-22",25,"MEATS",143.082,0
"198421","2013-04-22",26,"MEATS",234.841,0
"198454","2013-04-22",27,"MEATS",191.424,0
"198487","2013-04-22",28,"MEATS",101.299,0
"198520","2013-04-22",29,"MEATS",0,0
"198553","2013-04-22",3,"MEATS",713.952,0
"198586","2013-04-22",30,"MEATS",42.811,0
"198619","2013-04-22",31,"MEATS",220.786,0
"198652","2013-04-22",32,"MEATS",77.085,0
"198685","2013-04-22",33,"MEATS",120.625,0
"198718","2013-04-22",34,"MEATS",140.724,0
"198751","2013-04-22",35,"MEATS",69.979,0
"198784","2013-04-22",36,"MEATS",0,0
"198817","2013-04-22",37,"MEATS",193.112,0
"198850","2013-04-22",38,"MEATS",158.416,0
"198883","2013-04-22",39,"MEATS",90.149,0
"198916","2013-04-22",4,"MEATS",355.53,0
"198949","2013-04-22",40,"MEATS",75.921,0
"198982","2013-04-22",41,"MEATS",77.312,0
"199015","2013-04-22",42,"MEATS",0,0
"199048","2013-04-22",43,"MEATS",123.866,0
"199081","2013-04-22",44,"MEATS",755.86,0
"199114","2013-04-22",45,"MEATS",876.802,0
"199147","2013-04-22",46,"MEATS",922.254,0
"199180","2013-04-22",47,"MEATS",580.315,0
"199213","2013-04-22",48,"MEATS",551.609,0
"199246","2013-04-22",49,"MEATS",427.779,0
"199279","2013-04-22",5,"MEATS",277.705,0
"199312","2013-04-22",50,"MEATS",551.136,0
"199345","2013-04-22",51,"MEATS",602.12,0
"199378","2013-04-22",52,"MEATS",0,0
"199411","2013-04-22",53,"MEATS",0,0
"199444","2013-04-22",54,"MEATS",62.147,0
"199477","2013-04-22",6,"MEATS",468.119,0
"199510","2013-04-22",7,"MEATS",410.961,0
"199543","2013-04-22",8,"MEATS",532.133,0
"199576","2013-04-22",9,"MEATS",376.487,0
"199609","2013-04-23",1,"MEATS",277.361,0
"199642","2013-04-23",10,"MEATS",242.568,0
"199675","2013-04-23",11,"MEATS",731.566,0
"199708","2013-04-23",12,"MEATS",121.291,0
"199741","2013-04-23",13,"MEATS",150.611,0
"199774","2013-04-23",14,"MEATS",447.812,0
"199807","2013-04-23",15,"MEATS",140.147,0
"199840","2013-04-23",16,"MEATS",85.286,0
"199873","2013-04-23",17,"MEATS",287.661,0
"199906","2013-04-23",18,"MEATS",93.972,0
"199939","2013-04-23",19,"MEATS",124.551994,0
"199972","2013-04-23",2,"MEATS",502.026,0
"200005","2013-04-23",20,"MEATS",0,0
"200038","2013-04-23",21,"MEATS",0,0
"200071","2013-04-23",22,"MEATS",0,0
"200104","2013-04-23",23,"MEATS",830.873,0
"200137","2013-04-23",24,"MEATS",415.374,0
"200170","2013-04-23",25,"MEATS",108.06,0
"200203","2013-04-23",26,"MEATS",147.834,0
"200236","2013-04-23",27,"MEATS",157.011,0
"200269","2013-04-23",28,"MEATS",100.264,0
"200302","2013-04-23",29,"MEATS",0,0
"200335","2013-04-23",3,"MEATS",591.533,0
"200368","2013-04-23",30,"MEATS",60.185,0
"200401","2013-04-23",31,"MEATS",210.224,0
"200434","2013-04-23",32,"MEATS",78.324,0
"200467","2013-04-23",33,"MEATS",230.34,0
"200500","2013-04-23",34,"MEATS",200.048,0
"200533","2013-04-23",35,"MEATS",77.628,0
"200566","2013-04-23",36,"MEATS",0,0
"200599","2013-04-23",37,"MEATS",210.686,0
"200632","2013-04-23",38,"MEATS",135.01599,0
"200665","2013-04-23",39,"MEATS",118.644,0
"200698","2013-04-23",4,"MEATS",311.597,0
"200731","2013-04-23",40,"MEATS",45.256,0
"200764","2013-04-23",41,"MEATS",133.764,0
"200797","2013-04-23",42,"MEATS",0,0
"200830","2013-04-23",43,"MEATS",125.13699,0
"200863","2013-04-23",44,"MEATS",703.216,0
"200896","2013-04-23",45,"MEATS",720.209,0
"200929","2013-04-23",46,"MEATS",1310.805,0
"200962","2013-04-23",47,"MEATS",452.669,0
"200995","2013-04-23",48,"MEATS",760.192,0
"201028","2013-04-23",49,"MEATS",349.09702,0
"201061","2013-04-23",5,"MEATS",285.108,0
"201094","2013-04-23",50,"MEATS",846.835,0
"201127","2013-04-23",51,"MEATS",517.966,0
"201160","2013-04-23",52,"MEATS",0,0
"201193","2013-04-23",53,"MEATS",0,0
"201226","2013-04-23",54,"MEATS",41.477,0
"201259","2013-04-23",6,"MEATS",407.878,0
"201292","2013-04-23",7,"MEATS",530.35,0
"201325","2013-04-23",8,"MEATS",351.796,0
"201358","2013-04-23",9,"MEATS",328.951,0
"201391","2013-04-24",1,"MEATS",323.446,0
"201424","2013-04-24",10,"MEATS",206.173,0
"201457","2013-04-24",11,"MEATS",507.726,0
"201490","2013-04-24",12,"MEATS",138.16,0
"201523","2013-04-24",13,"MEATS",112.770004,0
"201556","2013-04-24",14,"MEATS",426.959,0
"201589","2013-04-24",15,"MEATS",95.653,0
"201622","2013-04-24",16,"MEATS",72.947,0
"201655","2013-04-24",17,"MEATS",196.176,0
"201688","2013-04-24",18,"MEATS",68.554,0
"201721","2013-04-24",19,"MEATS",112.243004,0
"201754","2013-04-24",2,"MEATS",489.7,0
"201787","2013-04-24",20,"MEATS",0,0
"201820","2013-04-24",21,"MEATS",0,0
"201853","2013-04-24",22,"MEATS",0,0
"201886","2013-04-24",23,"MEATS",2228.463,0
"201919","2013-04-24",24,"MEATS",508.249,0
"201952","2013-04-24",25,"MEATS",238.85199,0
"201985","2013-04-24",26,"MEATS",141.117,0
"202018","2013-04-24",27,"MEATS",196.36,0
"202051","2013-04-24",28,"MEATS",114.395996,0
"202084","2013-04-24",29,"MEATS",0,0
"202117","2013-04-24",3,"MEATS",570.372,0
"202150","2013-04-24",30,"MEATS",38.121,0
"202183","2013-04-24",31,"MEATS",141.37,0
"202216","2013-04-24",32,"MEATS",55.332,0
"202249","2013-04-24",33,"MEATS",171.103,0
"202282","2013-04-24",34,"MEATS",216.342,0
"202315","2013-04-24",35,"MEATS",84.686,0
"202348","2013-04-24",36,"MEATS",0,0
"202381","2013-04-24",37,"MEATS",307.887,0
"202414","2013-04-24",38,"MEATS",164.528,0
"202447","2013-04-24",39,"MEATS",91.62,0
"202480","2013-04-24",4,"MEATS",395.075,0
"202513","2013-04-24",40,"MEATS",35.817,0
"202546","2013-04-24",41,"MEATS",116.378,0
"202579","2013-04-24",42,"MEATS",0,0
"202612","2013-04-24",43,"MEATS",128.22299,0
"202645","2013-04-24",44,"MEATS",775.725,0
"202678","2013-04-24",45,"MEATS",919.72797,0
"202711","2013-04-24",46,"MEATS",1010.6,0
"202744","2013-04-24",47,"MEATS",589.441,0
"202777","2013-04-24",48,"MEATS",600.69,0
"202810","2013-04-24",49,"MEATS",366.259,0
"202843","2013-04-24",5,"MEATS",331.513,0
"202876","2013-04-24",50,"MEATS",738.57,0
"202909","2013-04-24",51,"MEATS",542.711,0
"202942","2013-04-24",52,"MEATS",0,0
"202975","2013-04-24",53,"MEATS",0,0
"203008","2013-04-24",54,"MEATS",43.343,0
"203041","2013-04-24",6,"MEATS",446.219,0
"203074","2013-04-24",7,"MEATS",583.532,0
"203107","2013-04-24",8,"MEATS",465.801,0
"203140","2013-04-24",9,"MEATS",339.075,0
"203173","2013-04-25",1,"MEATS",245.389,0
"203206","2013-04-25",10,"MEATS",224.18,0
"203239","2013-04-25",11,"MEATS",746.145,0
"203272","2013-04-25",12,"MEATS",144.21,0
"203305","2013-04-25",13,"MEATS",105.926994,0
"203338","2013-04-25",14,"MEATS",308.163,0
"203371","2013-04-25",15,"MEATS",141.56801,0
"203404","2013-04-25",16,"MEATS",60.665,0
"203437","2013-04-25",17,"MEATS",264.744,0
"203470","2013-04-25",18,"MEATS",165.162,0
"203503","2013-04-25",19,"MEATS",131.117,0
"203536","2013-04-25",2,"MEATS",386.624,0
"203569","2013-04-25",20,"MEATS",0,0
"203602","2013-04-25",21,"MEATS",0,0
"203635","2013-04-25",22,"MEATS",0,0
"203668","2013-04-25",23,"MEATS",705.049,0
"203701","2013-04-25",24,"MEATS",359.69,0
"203734","2013-04-25",25,"MEATS",119.174,0
"203767","2013-04-25",26,"MEATS",446.333,0
"203800","2013-04-25",27,"MEATS",121.409,0
"203833","2013-04-25",28,"MEATS",121.444,0
"203866","2013-04-25",29,"MEATS",0,0
"203899","2013-04-25",3,"MEATS",578.963,0
"203932","2013-04-25",30,"MEATS",69.93,0
"203965","2013-04-25",31,"MEATS",220.839,0
"203998","2013-04-25",32,"MEATS",82.785,0
"204031","2013-04-25",33,"MEATS",291.872,0
"204064","2013-04-25",34,"MEATS",193.219,0
"204097","2013-04-25",35,"MEATS",121.365,0
"204130","2013-04-25",36,"MEATS",0,0
"204163","2013-04-25",37,"MEATS",212.998,0
"204196","2013-04-25",38,"MEATS",129.086,0
"204229","2013-04-25",39,"MEATS",104.135,0
"204262","2013-04-25",4,"MEATS",309.91602,0
"204295","2013-04-25",40,"MEATS",55.007,0
"204328","2013-04-25",41,"MEATS",103.487,0
"204361","2013-04-25",42,"MEATS",0,0
"204394","2013-04-25",43,"MEATS",186.85,0
"204427","2013-04-25",44,"MEATS",570.431,0
"204460","2013-04-25",45,"MEATS",619.864,0
"204493","2013-04-25",46,"MEATS",998.4,0
"204526","2013-04-25",47,"MEATS",466.124,0
"204559","2013-04-25",48,"MEATS",541.677,0
"204592","2013-04-25",49,"MEATS",282.545,0
"204625","2013-04-25",5,"MEATS",183.864,0
"204658","2013-04-25",50,"MEATS",888.372,0
"204691","2013-04-25",51,"MEATS",522.519,0
"204724","2013-04-25",52,"MEATS",0,0
"204757","2013-04-25",53,"MEATS",0,0
"204790","2013-04-25",54,"MEATS",23.102001,0
"204823","2013-04-25",6,"MEATS",326.721,0
"204856","2013-04-25",7,"MEATS",491.429,0
"204889","2013-04-25",8,"MEATS",577.786,0
"204922","2013-04-25",9,"MEATS",404.229,0
"204955","2013-04-26",1,"MEATS",531.686,0
"204988","2013-04-26",10,"MEATS",143.335,0
"205021","2013-04-26",11,"MEATS",440.88098,0
"205054","2013-04-26",12,"MEATS",115.994,0
"205087","2013-04-26",13,"MEATS",107.074,0
"205120","2013-04-26",14,"MEATS",360.754,0
"205153","2013-04-26",15,"MEATS",75.474,0
"205186","2013-04-26",16,"MEATS",80.888,0
"205219","2013-04-26",17,"MEATS",176.446,0
"205252","2013-04-26",18,"MEATS",50.345,0
"205285","2013-04-26",19,"MEATS",138.338,0
"205318","2013-04-26",2,"MEATS",576.12,0
"205351","2013-04-26",20,"MEATS",0,0
"205384","2013-04-26",21,"MEATS",0,0
"205417","2013-04-26",22,"MEATS",0,0
"205450","2013-04-26",23,"MEATS",1156.621,0
"205483","2013-04-26",24,"MEATS",580.281,0
"205516","2013-04-26",25,"MEATS",310.73102,0
"205549","2013-04-26",26,"MEATS",352.188,0
"205582","2013-04-26",27,"MEATS",179.947,0
"205615","2013-04-26",28,"MEATS",78.762,0
"205648","2013-04-26",29,"MEATS",0,0
"205681","2013-04-26",3,"MEATS",856.271,0
"205714","2013-04-26",30,"MEATS",39.745003,0
"205747","2013-04-26",31,"MEATS",158.481,0
"205780","2013-04-26",32,"MEATS",58.665,0
"205813","2013-04-26",33,"MEATS",140.37599,0
"205846","2013-04-26",34,"MEATS",175.725,0
"205879","2013-04-26",35,"MEATS",89.063,0
"205912","2013-04-26",36,"MEATS",0,0
"205945","2013-04-26",37,"MEATS",395.15298,0
"205978","2013-04-26",38,"MEATS",160.268,0
"206011","2013-04-26",39,"MEATS",88.567,0
"206044","2013-04-26",4,"MEATS",331.494,0
"206077","2013-04-26",40,"MEATS",43.963,0
"206110","2013-04-26",41,"MEATS",99.76,0
"206143","2013-04-26",42,"MEATS",0,0
"206176","2013-04-26",43,"MEATS",114.523,0
"206209","2013-04-26",44,"MEATS",1307.4609,0
"206242","2013-04-26",45,"MEATS",1017.934,0
"206275","2013-04-26",46,"MEATS",1373.504,0
"206308","2013-04-26",47,"MEATS",832.639,0
"206341","2013-04-26",48,"MEATS",994.048,0
"206374","2013-04-26",49,"MEATS",609.69403,0
"206407","2013-04-26",5,"MEATS",288.262,0
"206440","2013-04-26",50,"MEATS",532.601,0
"206473","2013-04-26",51,"MEATS",809.622,0
"206506","2013-04-26",52,"MEATS",0,0
"206539","2013-04-26",53,"MEATS",0,0
"206572","2013-04-26",54,"MEATS",53.014,0
"206605","2013-04-26",6,"MEATS",470.339,0
"206638","2013-04-26",7,"MEATS",789.144,0
"206671","2013-04-26",8,"MEATS",1123.241,0
"206704","2013-04-26",9,"MEATS",269.184,0
"206737","2013-04-27",1,"MEATS",273.679,0
"206770","2013-04-27",10,"MEATS",226.094,0
"206803","2013-04-27",11,"MEATS",481.945,0
"206836","2013-04-27",12,"MEATS",129.421,0
"206869","2013-04-27",13,"MEATS",199.885,0
"206902","2013-04-27",14,"MEATS",604.623,0
"206935","2013-04-27",15,"MEATS",135.23799,0
"206968","2013-04-27",16,"MEATS",80.277,0
"207001","2013-04-27",17,"MEATS",182.134,0
"207034","2013-04-27",18,"MEATS",119.526,0
"207067","2013-04-27",19,"MEATS",95.552,0
"207100","2013-04-27",2,"MEATS",540.155,0
"207133","2013-04-27",20,"MEATS",0,0
"207166","2013-04-27",21,"MEATS",0,0
"207199","2013-04-27",22,"MEATS",0,0
"207232","2013-04-27",23,"MEATS",732.003,0
"207265","2013-04-27",24,"MEATS",431.887,0
"207298","2013-04-27",25,"MEATS",204.415,0
"207331","2013-04-27",26,"MEATS",252.19,0
"207364","2013-04-27",27,"MEATS",227.144,0
"207397","2013-04-27",28,"MEATS",150.619,0
"207430","2013-04-27",29,"MEATS",0,0
"207463","2013-04-27",3,"MEATS",775.297,0
"207496","2013-04-27",30,"MEATS",45.997,0
"207529","2013-04-27",31,"MEATS",296.83,0
"207562","2013-04-27",32,"MEATS",41.714,0
"207595","2013-04-27",33,"MEATS",235.60399,0
"207628","2013-04-27",34,"MEATS",155.123,0
"207661","2013-04-27",35,"MEATS",98.063,0
"207694","2013-04-27",36,"MEATS",0,0
"207727","2013-04-27",37,"MEATS",215.898,0
"207760","2013-04-27",38,"MEATS",232.155,0
"207793","2013-04-27",39,"MEATS",126.385,0
"207826","2013-04-27",4,"MEATS",399.738,0
"207859","2013-04-27",40,"MEATS",58.945,0
"207892","2013-04-27",41,"MEATS",159.156,0
"207925","2013-04-27",42,"MEATS",0,0
"207958","2013-04-27",43,"MEATS",129.915,0
"207991","2013-04-27",44,"MEATS",1118.269,0
"208024","2013-04-27",45,"MEATS",1282.568,0
"208057","2013-04-27",46,"MEATS",1161.201,0
"208090","2013-04-27",47,"MEATS",843.883,0
"208123","2013-04-27",48,"MEATS",1012.05096,0
"208156","2013-04-27",49,"MEATS",654.499,0
"208189","2013-04-27",5,"MEATS",294.083,0
"208222","2013-04-27",50,"MEATS",771.837,0
"208255","2013-04-27",51,"MEATS",699.31,0
"208288","2013-04-27",52,"MEATS",0,0
"208321","2013-04-27",53,"MEATS",0,0
"208354","2013-04-27",54,"MEATS",62.403,0
"208387","2013-04-27",6,"MEATS",480.28702,0
"208420","2013-04-27",7,"MEATS",395.223,0
"208453","2013-04-27",8,"MEATS",751.234,0
"208486","2013-04-27",9,"MEATS",393.441,0
"208519","2013-04-28",1,"MEATS",136.447,0
"208552","2013-04-28",10,"MEATS",264.474,0
"208585","2013-04-28",11,"MEATS",516.619,0
"208618","2013-04-28",12,"MEATS",131.779,0
"208651","2013-04-28",13,"MEATS",111.257996,0
"208684","2013-04-28",14,"MEATS",283.169,0
"208717","2013-04-28",15,"MEATS",146.238,0
"208750","2013-04-28",16,"MEATS",140.339,0
"208783","2013-04-28",17,"MEATS",239.259,0
"208816","2013-04-28",18,"MEATS",98.025,0
"208849","2013-04-28",19,"MEATS",153.167,0
"208882","2013-04-28",2,"MEATS",432.225,0
"208915","2013-04-28",20,"MEATS",0,0
"208948","2013-04-28",21,"MEATS",0,0
"208981","2013-04-28",22,"MEATS",0,0
"209014","2013-04-28",23,"MEATS",417.29498,0
"209047","2013-04-28",24,"MEATS",385.567,0
"209080","2013-04-28",25,"MEATS",124.087,0
"209113","2013-04-28",26,"MEATS",228.367,0
"209146","2013-04-28",27,"MEATS",275.334,0
"209179","2013-04-28",28,"MEATS",153.212,0
"209212","2013-04-28",29,"MEATS",0,0
"209245","2013-04-28",3,"MEATS",978.633,0
"209278","2013-04-28",30,"MEATS",53.38,0
"209311","2013-04-28",31,"MEATS",315.812,0
"209344","2013-04-28",32,"MEATS",69.854,0
"209377","2013-04-28",33,"MEATS",297.722,0
"209410","2013-04-28",34,"MEATS",193.766,0
"209443","2013-04-28",35,"MEATS",124.945,0
"209476","2013-04-28",36,"MEATS",0,0
"209509","2013-04-28",37,"MEATS",226.448,0
"209542","2013-04-28",38,"MEATS",217.332,0
"209575","2013-04-28",39,"MEATS",146.897,0
"209608","2013-04-28",4,"MEATS",458.67,0
"209641","2013-04-28",40,"MEATS",70.955,0
"209674","2013-04-28",41,"MEATS",194.749,0
"209707","2013-04-28",42,"MEATS",0,0
"209740","2013-04-28",43,"MEATS",166.228,0
"209773","2013-04-28",44,"MEATS",1199.017,0
"209806","2013-04-28",45,"MEATS",1487.654,0
"209839","2013-04-28",46,"MEATS",1569.908,0
"209872","2013-04-28",47,"MEATS",909.959,0
"209905","2013-04-28",48,"MEATS",1372.061,0
"209938","2013-04-28",49,"MEATS",588.822,0
"209971","2013-04-28",5,"MEATS",372.215,0
"210004","2013-04-28",50,"MEATS",959.701,0
"210037","2013-04-28",51,"MEATS",595.422,0
"210070","2013-04-28",52,"MEATS",0,0
"210103","2013-04-28",53,"MEATS",0,0
"210136","2013-04-28",54,"MEATS",69.908,0
"210169","2013-04-28",6,"MEATS",676.787,0
"210202","2013-04-28",7,"MEATS",439.423,0
"210235","2013-04-28",8,"MEATS",505.993,0
"210268","2013-04-28",9,"MEATS",407.86398,0
"210301","2013-04-29",1,"MEATS",266.057,0
"210334","2013-04-29",10,"MEATS",247.97499,0
"210367","2013-04-29",11,"MEATS",539.294,0
"210400","2013-04-29",12,"MEATS",188.593,0
"210433","2013-04-29",13,"MEATS",210.11801,0
"210466","2013-04-29",14,"MEATS",477.394,0
"210499","2013-04-29",15,"MEATS",136.51,0
"210532","2013-04-29",16,"MEATS",103.045,0
"210565","2013-04-29",17,"MEATS",309.674,0
"210598","2013-04-29",18,"MEATS",75.788,0
"210631","2013-04-29",19,"MEATS",152.679,0
"210664","2013-04-29",2,"MEATS",457.893,0
"210697","2013-04-29",20,"MEATS",0,0
"210730","2013-04-29",21,"MEATS",0,0
"210763","2013-04-29",22,"MEATS",0,0
"210796","2013-04-29",23,"MEATS",957.703,0
"210829","2013-04-29",24,"MEATS",357.62,0
"210862","2013-04-29",25,"MEATS",158.093,0
"210895","2013-04-29",26,"MEATS",221.697,0
"210928","2013-04-29",27,"MEATS",199.673,0
"210961","2013-04-29",28,"MEATS",122.447,0
"210994","2013-04-29",29,"MEATS",0,0
"211027","2013-04-29",3,"MEATS",628.878,0
"211060","2013-04-29",30,"MEATS",42.034,0
"211093","2013-04-29",31,"MEATS",214.044,0
"211126","2013-04-29",32,"MEATS",64.195,0
"211159","2013-04-29",33,"MEATS",183.641,0
"211192","2013-04-29",34,"MEATS",160.874,0
"211225","2013-04-29",35,"MEATS",80.886,0
"211258","2013-04-29",36,"MEATS",0,0
"211291","2013-04-29",37,"MEATS",217.832,0
"211324","2013-04-29",38,"MEATS",153.436,0
"211357","2013-04-29",39,"MEATS",100.419,0
"211390","2013-04-29",4,"MEATS",242.62,0
"211423","2013-04-29",40,"MEATS",46.315998,0
"211456","2013-04-29",41,"MEATS",87.915,0
"211489","2013-04-29",42,"MEATS",0,0
"211522","2013-04-29",43,"MEATS",171.265,0
"211555","2013-04-29",44,"MEATS",730.962,0
"211588","2013-04-29",45,"MEATS",839.292,0
"211621","2013-04-29",46,"MEATS",865.67,0
"211654","2013-04-29",47,"MEATS",607.601,0
"211687","2013-04-29",48,"MEATS",758.468,0
"211720","2013-04-29",49,"MEATS",388.672,0
"211753","2013-04-29",5,"MEATS",315.77,0
"211786","2013-04-29",50,"MEATS",616.219,0
"211819","2013-04-29",51,"MEATS",872.317,0
"211852","2013-04-29",52,"MEATS",0,0
"211885","2013-04-29",53,"MEATS",0,0
"211918","2013-04-29",54,"MEATS",37.438,0
"211951","2013-04-29",6,"MEATS",432.071,0
"211984","2013-04-29",7,"MEATS",379.227,0
"212017","2013-04-29",8,"MEATS",325,0
"212050","2013-04-29",9,"MEATS",357.36002,0
"212083","2013-04-30",1,"MEATS",280.568,0
"212116","2013-04-30",10,"MEATS",193.507,0
"212149","2013-04-30",11,"MEATS",661.76196,0
"212182","2013-04-30",12,"MEATS",195.016,0
"212215","2013-04-30",13,"MEATS",162.163,0
"212248","2013-04-30",14,"MEATS",472.457,0
"212281","2013-04-30",15,"MEATS",139.908,0
"212314","2013-04-30",16,"MEATS",65.863,0
"212347","2013-04-30",17,"MEATS",267.151,0
"212380","2013-04-30",18,"MEATS",66.91,0
"212413","2013-04-30",19,"MEATS",140.409,0
"212446","2013-04-30",2,"MEATS",487.418,0
"212479","2013-04-30",20,"MEATS",0,0
"212512","2013-04-30",21,"MEATS",0,0
"212545","2013-04-30",22,"MEATS",0,0
"212578","2013-04-30",23,"MEATS",2036.988,0
"212611","2013-04-30",24,"MEATS",444.04,0
"212644","2013-04-30",25,"MEATS",107.653,0
"212677","2013-04-30",26,"MEATS",203.63899,0
"212710","2013-04-30",27,"MEATS",121.123,0
"212743","2013-04-30",28,"MEATS",117.834,0
"212776","2013-04-30",29,"MEATS",0,0
"212809","2013-04-30",3,"MEATS",601.139,0
"212842","2013-04-30",30,"MEATS",74.758,0
"212875","2013-04-30",31,"MEATS",229.786,0
"212908","2013-04-30",32,"MEATS",63.685,0
"212941","2013-04-30",33,"MEATS",286.148,0
"212974","2013-04-30",34,"MEATS",225.541,0
"213007","2013-04-30",35,"MEATS",151.83,0
"213040","2013-04-30",36,"MEATS",0,0
"213073","2013-04-30",37,"MEATS",230.69499,0
"213106","2013-04-30",38,"MEATS",129.089,0
